processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
BBLCU085-09	09BBLEP-04572	1248907	 	MI090618-17	Centre for Biodiversity Genomics	BOLD:AAA2986	20	Arthropoda	82	Insecta	113	Lepidoptera	425	Tortricidae	5795	Tortricinae	7239	Choristoneura	10763	Choristoneura fractivittana	 	 	 	 	 	A.Borisenko, S.McCubbin	2009-06-18	A	 	S	 	MV sheet	43.5328	-86.1123	 	 	United States	Michigan	Oceana Co.	broadleaf forest near river	578514	http://v3.boldsystems.org/pics/BBLCU/IMG_4034+1257366440.JPG	CreativeCommons - Attribution	1739951|1739856	http://trace.boldsystems.org/traceIO/bold.org/1465675|http://trace.boldsystems.org/traceIO/bold.org/1465580	2009-11-26 12:23:33|2009-11-26 08:53:07	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLCU129-09	09BBLEP-04616	1248951	 	MI090618-18	Centre for Biodiversity Genomics	BOLD:AAA2986	20	Arthropoda	82	Insecta	113	Lepidoptera	425	Tortricidae	5795	Tortricinae	7239	Choristoneura	10763	Choristoneura fractivittana	 	 	 	 	 	J.Cossey, K.Perez	2009-06-18	A	 	S	 	UV sheet	43.531	-86.1164	 	 	United States	Michigan	Oceana Co.	broadleaf forest near river	578558	http://v3.boldsystems.org/pics/BBLCU/IMG_4078+1257367770.JPG	CreativeCommons - Attribution	1739995|1739900	http://trace.boldsystems.org/traceIO/bold.org/1465719|http://trace.boldsystems.org/traceIO/bold.org/1465624	2009-11-26 12:23:33|2009-11-26 08:53:07	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BBLSX488-09	09BBLEP-02416	1222537	 	OK090518-28	Centre for Biodiversity Genomics	BOLD:AAA1517	20	Arthropoda	82	Insecta	113	Lepidoptera	425	Tortricidae	5795	Tortricinae	7239	Choristoneura	10760	Choristoneura rosaceana	 	 	 	 	 	A.Borisenko, K.Perez, S.McCubbin	2009-05-18	A	 	S	 	Mercury vapour sheet	33.884	-96.799	 	 	United States	Oklahoma	Marshall Co.	riparian forest	562126	http://v3.boldsystems.org/pics/BBLSX/IMG_0639+1254839160.JPG	CreativeCommons - Attribution	1683209|1683114	http://trace.boldsystems.org/traceIO/bold.org/1410658|http://trace.boldsystems.org/traceIO/bold.org/1410565	2009-10-31 05:04:53|2009-10-30 09:48:12	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDN179-10	10-SRNP-100354	1337231	10-SRNP-100354	10-SRNP-100354	Area de Conservacion Guanacaste	BOLD:AAA1079	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	2479	Stenomatinae	66594	Chlamydastis	66595	Chlamydastis phytoptera	 	 	Daniel H. Janzen	 	 	Sergio Rios	2010-01-12	A	 	S	light trap	light trap	10.868	-85.327	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Tunel	1943956	http://v3.boldsystems.org/pics/BLPDN/10-SRNP-100354-DHJ645229+1364927236.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1953313|1953218	http://trace.boldsystems.org/traceIO/bold.org/1665962|http://trace.boldsystems.org/traceIO/bold.org/1665867	2010-03-06 10:26:56|2010-03-06 06:59:58	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPDN180-10	10-SRNP-100355	1337232	10-SRNP-100355	10-SRNP-100355	Area de Conservacion Guanacaste	BOLD:AAA1079	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	2479	Stenomatinae	66594	Chlamydastis	66595	Chlamydastis phytoptera	 	 	Daniel H. Janzen	 	 	Sergio Rios	2010-01-12	A	 	S	light trap	light trap	10.868	-85.327	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Tunel	1943958	http://v3.boldsystems.org/pics/BLPDN/10-SRNP-100355-DHJ645230+1364927236.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1953314|1953219	http://trace.boldsystems.org/traceIO/bold.org/1665963|http://trace.boldsystems.org/traceIO/bold.org/1665868	2010-03-06 10:26:56|2010-03-06 06:59:58	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPDW883-11	10-SRNP-112775	1804439	10-SRNP-112775	10-SRNP-112775	Area de Conservacion Guanacaste	BOLD:AAA1079	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	2479	Stenomatinae	66594	Chlamydastis	66595	Chlamydastis phytoptera	 	 	Daniel H. Janzen	 	 	S.Rios&F.Quesada	2010-08-10	A	 	S	light trap	light trap	10.9296	-85.4651	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Toma de Agua	1201171|1198295	http://v3.boldsystems.org/pics/BLPDW/10-SRNP-112775_DHJ657650+1309896452.jpg|http://v3.boldsystems.org/pics/BLPDW/10-SRNP-112775_DHJ657650+1309806356.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	2869217|2869122	http://trace.boldsystems.org/traceIO/bold.org/2545687|http://trace.boldsystems.org/traceIO/bold.org/2545592	2011-04-02 23:41:06|2011-04-02 22:14:00	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDZ705-11	11-SRNP-100317	1875406	11-SRNP-100317	11-SRNP-100317	Area de Conservacion Guanacaste	BOLD:AAA1079	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	2479	Stenomatinae	66594	Chlamydastis	66595	Chlamydastis phytoptera	 	 	Daniel H. Janzen	 	 	S.Rios&R.Franco	2011-01-06	A	 	S	light trap	light trap	10.8662	-85.3269	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Casa	1187789	http://v3.boldsystems.org/pics/BLPDZ/11-SRNP-100317_DHJ660987+1309185666.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	2868849|2868754	http://trace.boldsystems.org/traceIO/bold.org/2545319|http://trace.boldsystems.org/traceIO/bold.org/2545224	2011-04-02 12:40:09|2011-04-02 10:57:11	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPEB047-11	11-SRNP-101559	2074739	11-SRNP-101559	11-SRNP-101559	Area de Conservacion Guanacaste	BOLD:AAA1079	20	Arthropoda	82	Insecta	113	Lepidoptera	546510	Depressariidae	2479	Stenomatinae	66594	Chlamydastis	66595	Chlamydastis phytoptera	 	 	Daniel H. Janzen	 	 	S.Rios&H.Cambronero	2011-04-01	A	 	S	light trap	light trap	10.9893	-85.4258	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Estacion Pitilla	1358253	http://v3.boldsystems.org/pics/BLPEB/11-SRNP-101559_DHJ662229+1303239876.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	3230123|3230028	http://trace.boldsystems.org/traceIO/bold.org/2892865|http://trace.boldsystems.org/traceIO/bold.org/2892770	2011-07-29 02:45:27|2011-07-29 01:18:48	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
GWORE1483-08	BC ZSM Lep 15076	875176	BC ZSM Lep 15076	BC ZSM Lep 15076	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAB1832	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	53659	Chloroclystis	98679	Chloroclystis v-ata	 	 	Axel Hausmann	 	 	A. Hausmann	2003-08-25	A	F	S	 	 	39.2431	16.1556	 	 	Italy	Calabria	Cosenza	M. Cocuzzo	317567	http://v3.boldsystems.org/pics/GWORE/BC_ZSM_Lep_15076+1218734854.JPG	CreativeCommons - Attribution Non-Commercial Share-Alike	1186581|1186560	http://trace.boldsystems.org/traceIO/bold.org/940518|http://trace.boldsystems.org/traceIO/bold.org/940497	2008-11-28 17:49:56|2008-11-28 16:19:13	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	EnhLepR1|LepF1	COI-5P|COI-5P
LOTSB413-07	06-TASB-00413	556556	 	06-TASB-00413	Centre for Biodiversity Genomics	BOLD:AAB2014	20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	53659	Chloroclystis	141218	Chloroclystis catastreptes	 	 	Bob Ward	 	 	Bob Ward	2006-02-24	A	 	S	 	at light	-42.986	147.317	 	 	Australia	Tasmania	 	Kingston Beach	214429	http://v3.boldsystems.org/pics/LOTSB/IMG_3251+1189171182.JPG	CreativeCommons - Attribution	626451|626452	http://trace.boldsystems.org/traceIO/bold.org/422554|http://trace.boldsystems.org/traceIO/bold.org/422555	2007-05-01 17:15:15|2007-05-01 18:45:59	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
