processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
AEDNA559-12	CCDB-08109-H08	2766115	CCDB-08109-H08	L#12PROBE-0802	Centre for Biodiversity Genomics	BOLD:AAA1866	20	Arthropoda	82	Insecta	125	Hymenoptera	685	Formicidae	2051	Myrmicinae	2239	Myrmica	84702	Myrmica alaskensis	 	 	Jeremy deWaard	 	 	M.A.Smith	2012-07-09	A	F	 	4 km SE Churchill, Dene Village	Active Search	58.734	-94.112	 	 	Canada	Manitoba	Churchill	Dene Village	1794311	http://v3.boldsystems.org/pics/AEDNA/CCDB08109-H08+1345479838.JPG	CreativeCommons - Attribution	4502502|4502470	http://trace.boldsystems.org/traceIO/bold.org/6318382|http://trace.boldsystems.org/traceIO/bold.org/6318350	2012-09-28 12:17:10|2012-09-28 10:34:01	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	C_LepFolF|C_LepFolR	COI-5P|COI-5P
ASAFR077-12	BIOUG02018-D03	2538279	 	L#11AGP-0298	Research Collection of M. Alex Smith	BOLD:AAA1866	20	Arthropoda	82	Insecta	125	Hymenoptera	685	Formicidae	2051	Myrmicinae	2239	Myrmica	84702	Myrmica alaskensis	 	 	Aaron D. Fairweather	Museum voucher, whole specimen in ethanol	 	MA Smith, C. Warne, S. McCubbin, C. Vandermeer	2011-07-06	A	 	 	BrentCut	|Cut|ActiveSearch	46.0988	-78.4308	 	 	Canada	Ontario	Algonquin Park	Cut	1606207	http://v3.boldsystems.org/pics/ASAFR/BIOUG02018-D03+1335888570.JPG	CreativeCommons - Attribution	4204873|4204778	http://trace.boldsystems.org/traceIO/bold.org/6052963|http://trace.boldsystems.org/traceIO/bold.org/6052868	2012-06-12 01:50:36|2012-06-12 00:24:50	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
ASAFR080-12	BIOUG02018-D06	2538282	 	L#11AGP-0322	Research Collection of M. Alex Smith	BOLD:AAA1866	20	Arthropoda	82	Insecta	125	Hymenoptera	685	Formicidae	2051	Myrmicinae	2239	Myrmica	84702	Myrmica alaskensis	 	 	Aaron D. Fairweather	Museum voucher, whole specimen in ethanol	 	MA Smith, C. Warne, S. McCubbin, C. Vandermeer	2011-07-12	A	 	 	BrentUncut	|UnCut|ActiveSearch	46.0577	-78.484	 	 	Canada	Ontario	Algonquin Park	UnCut	1606210	http://v3.boldsystems.org/pics/ASAFR/BIOUG02018-D06+1335888734.JPG	CreativeCommons - Attribution	4204876|4204781	http://trace.boldsystems.org/traceIO/bold.org/6052966|http://trace.boldsystems.org/traceIO/bold.org/6052871	2012-06-12 01:50:36|2012-06-12 00:24:50	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPAF663-07	06-SRNP-105362	528031	 	06-SRNP-105362	Area de Conservacion Guanacaste	BOLD:AAA2438	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	33865	Mocis latipes	 	 	Daniel H. Janzen	 	 	F.Quesada&H.Cambronero	2006-06-25	A	 	S	light trap	light trap	10.856	-85.67	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	La Angostura	237295	http://v3.boldsystems.org/pics/BLPAF/06-SRNP-105362_DHJ605362+1159288398.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	680059|680058	http://trace.boldsystems.org/traceIO/bold.org/475084|http://trace.boldsystems.org/traceIO/bold.org/475083	2007-02-01 15:33:46|2007-02-01 14:02:27	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPAF871-07	06-SRNP-105570	528239	 	06-SRNP-105570	Area de Conservacion Guanacaste	BOLD:AAA2438	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	33865	Mocis latipes	 	 	Daniel H. Janzen	 	 	H.Cambronero&R.Franco	2006-07-24	A	 	S	light trap	light trap	10.856	-85.67	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	La Angostura	237503	http://v3.boldsystems.org/pics/BLPAF/06-SRNP-105570_DHJ605570+1159379464.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	680475|680474	http://trace.boldsystems.org/traceIO/bold.org/475500|http://trace.boldsystems.org/traceIO/bold.org/475499	2007-02-02 07:39:25|2007-02-02 06:08:08	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPAF913-07	06-SRNP-105612	528281	 	06-SRNP-105612	Area de Conservacion Guanacaste	BOLD:AAA2438	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	33865	Mocis latipes	 	 	Daniel H. Janzen	 	 	H.Cambronero&R.Franco	2006-07-24	A	 	S	light trap	light trap	10.856	-85.67	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	La Angostura	237545	http://v3.boldsystems.org/pics/BLPAF/06-SRNP-105612_DHJ605612+1159381784.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	680559|680558	http://trace.boldsystems.org/traceIO/bold.org/475584|http://trace.boldsystems.org/traceIO/bold.org/475583	2007-02-02 07:39:25|2007-02-02 06:08:08	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPBC859-07	06-SRNP-109882	568578	 	06-SRNP-109882	Area de Conservacion Guanacaste	BOLD:AAB7399	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	157739	Mocis diffluens	 	 	Daniel H. Janzen	 	 	R.Franco&H.Cambronero	2006-12-21	A	 	S	light trap	light trap	10.88	-85.389	 	 	Costa Rica	Alajuela	Area de Conservacion Guanacaste	Estacion San Gerardo	246638	http://v3.boldsystems.org/pics/BLPBC/06-SRNP-109882_DHJ609882+1199992380.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	743330|743424	http://trace.boldsystems.org/traceIO/bold.org/532315|http://trace.boldsystems.org/traceIO/bold.org/532409	2007-08-31 01:35:37|2007-08-31 03:06:45	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPCI601-08	07-SRNP-112726	773727	 	07-SRNP-112726	Area de Conservacion Guanacaste	BOLD:AAA2438	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	33865	Mocis latipes	 	 	Daniel H. Janzen	 	 	H.Cambronero&S.Rios	2007-12-08	A	 	S	light trap	light trap	10.821	-85.633	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Sendero los Patos	384050	http://v3.boldsystems.org/pics/BLNOA/07-SRNP-112726_DHJ622690+1203368950.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	1008800|1008894	http://trace.boldsystems.org/traceIO/bold.org/783160|http://trace.boldsystems.org/traceIO/bold.org/783254	2008-07-03 03:44:28|2008-07-03 05:15:28	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
BLPDV889-11	10-SRNP-111546	1801775	10-SRNP-111546	10-SRNP-111546	Area de Conservacion Guanacaste	BOLD:AAA2438	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	286008	Erebinae	7363	Mocis	33865	Mocis latipes	 	 	Daniel H. Janzen	 	 	F.Quesada&S.Rios	2010-07-12	A	 	S	light trap	light trap	10.9326	-85.4589	 	 	Costa Rica	Guanacaste	Area de Conservacion Guanacaste	Cima	1199776|1192255	http://v3.boldsystems.org/pics/BLPDV/10-SRNP-111546_DHJ656421+1309874932.jpg|http://v3.boldsystems.org/pics/BLPDV/10-SRNP-111546_DHJ656421+1309193106.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	2817345|2817250	http://trace.boldsystems.org/traceIO/bold.org/2495489|http://trace.boldsystems.org/traceIO/bold.org/2495394	2011-03-23 17:57:02|2011-03-23 16:30:37	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
CGUKD337-09	UKLB36E01	1068393	 	GMH108	Natural History Museum, London	BOLD:AAB9151	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7171	Mythimna	197702	Mythimna impura	 	 	 	 	 	G.M.Haggett	2007-06-08	A	 	S	 	 	52.548	0.881	 	 	United Kingdom	England	Norfolk	 	422198	http://v3.boldsystems.org/pics/CGUKD/IMG_3435+1239027576.JPG	CreativeCommons - Attribution	1350602|1350643	http://trace.boldsystems.org/traceIO/bold.org/1097204|http://trace.boldsystems.org/traceIO/bold.org/1097245	2009-05-07 02:25:13|2009-05-06 08:59:30	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
