processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	image_ids	image_urls	copyright_licenses	trace_ids	trace_links	run_dates	sequencing_centers	directions	seq_primers	marker_codes
ANICX609-11	11ANIC-14609	1899352	31-052401	 	Australian National Insect Collection	BOLD:AAC8756	20	Arthropoda	82	Insecta	113	Lepidoptera	545	Gelechiidae	6278	Gelechiinae	8052	Ardozyga	102460	Ardozyga stratifera	 	 	ANIC Curators	 	 	E.D.Edwards,E.S.Nielsen	1996-03-17	A	 	S	 	 	-31.23	121.12	 	 	Australia	Western Australia	 	Burra Rock 48km S of Coolgardie	1127114	http://v3.boldsystems.org/pics/ANICX/11ANIC_14609+1304541438.JPG	CreativeCommons - Attribution	3128479|3128415|3128350|3128294	http://trace.boldsystems.org/traceIO/bold.org/2793510|http://trace.boldsystems.org/traceIO/bold.org/2793446|http://trace.boldsystems.org/traceIO/bold.org/2793381|http://trace.boldsystems.org/traceIO/bold.org/2793325	2011-06-24 22:16:29|2011-06-24 20:50:31|2011-06-27 15:04:47|2011-06-27 13:38:48	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F|R|F	MLepR2|LepF1|LepR1|MLepF1	COI-5P|COI-5P|COI-5P|COI-5P
BCHYM3678-14	GBOL06348	4918669	GBOL06348	GBOL06348	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAJ1674	20	Arthropoda	82	Insecta	125	Hymenoptera	613	Argidae	331895	Arginae	1927	Arge	208540	Arge gracilicornis	 	 	Hans-Joachim Jacobs	 	 	Jacobs	2012-08-11	adult	F	 	 	 	54.02	13.68	 	 	Germany	Mecklenburg-Vorpommern	 	Hohenfelde	2423921	http://v3.boldsystems.org/pics/BCHYM/GBOL06348+1406298896.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	7002759|7002664	http://trace.boldsystems.org/traceIO/|http://trace.boldsystems.org/traceIO/	2014-10-02 14:26:46|2014-10-02 13:23:47	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
BLPDZ727-11	11-SRNP-100339	1875428	11-SRNP-100339	11-SRNP-100339	Area de Conservacion Guanacaste	BOLD:AAD8772	20	Arthropoda	82	Insecta	113	Lepidoptera	425	Tortricidae	5795	Tortricinae	7256	Argyrotaenia	66540	Argyrotaenia atima	 	 	Daniel H. Janzen	 	 	H.Cambronero&F.Quesada	2011-01-03	A	 	S	light trap	light trap	10.8662	-85.3269	 	 	Costa Rica	Alajuela	Area De Conservacion Guanacaste	Albergue Oscar, Casa	1187811	http://v3.boldsystems.org/pics/BLPDZ/11-SRNP-100339_DHJ661009+1309185666.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	2868871|2868776	http://trace.boldsystems.org/traceIO/bold.org/2545341|http://trace.boldsystems.org/traceIO/bold.org/2545246	2011-04-02 12:40:09|2011-04-02 10:57:11	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
CGUKA046-09	UKLB1D12	1006408	 	JEO 46	Natural History Museum, London	BOLD:AAA4201	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7106	Apamea	17058	Apamea sordens	 	 	 	 	 	John Owen	 	A	 	 	 	 	51.03	1	 	 	United Kingdom	England	Kent	Eastbridge House, TN29 OHZ	416828	http://v3.boldsystems.org/pics/CGUKA/IMG_0046+1238595552.JPG	CreativeCommons - Attribution	1303990|1303896	http://trace.boldsystems.org/traceIO/bold.org/1051764|http://trace.boldsystems.org/traceIO/bold.org/1051670	2009-03-24 05:08:58|2009-03-24 03:38:15	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
CGUKD402-09	UKLB37B07	1068458	 	GMH173	Natural History Museum, London	BOLD:AAC0150	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7106	Apamea	51042	Apamea scolopacina	 	 	 	 	 	G.M.Haggett	2007-07-16	A	 	S	 	 	52.548	0.881	 	 	United Kingdom	England	Norfolk	 	422357	http://v3.boldsystems.org/pics/CGUKD/IMG_3292+1239033760.JPG	CreativeCommons - Attribution	1334322|1334227	http://trace.boldsystems.org/traceIO/bold.org/1081433|http://trace.boldsystems.org/traceIO/bold.org/1081338	2009-04-16 22:44:51|2009-04-16 21:13:23	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
COLFE474-12	ZMUO.005034	3030370	ZMUO.005034	 	University of Oulu, Zoological Museum	BOLD:AAO4582	20	Arthropoda	82	Insecta	413	Coleoptera	1083	Elateridae	299172	Dendrometrinae	167190	Aplotarsus	167191	Aplotarsus incanus	 	 	Mikko Pentinsaari	 	 	Sampsa Malmberg	2012-05-14	adult	 	S	 	 	60.175	24.702	 	 	Finland	 	Nylandia	Puolarmetsae	1886795	http://v3.boldsystems.org/pics/COLFE/ZMUO.005034+1359478880.JPG	CreativeCommons - Attribution Non-Commercial	5193035|4993448	http://trace.boldsystems.org/traceIO/bold.org/7039637|http://trace.boldsystems.org/traceIO/bold.org/6840050	2013-05-01 09:28:58|2013-04-03 14:59:09	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	C_LepFolR|C_LepFolF	COI-5P|COI-5P
FBCOH374-12	BFB_Col_FK_6358	2952135	BFB_Col_FK_6358	11.05.30-v4	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAO1370	20	Arthropoda	82	Insecta	413	Coleoptera	1052	Brentidae	6130	Apioninae	6970	Apion	312325	Apion frumentarium	 	 	Frank Koehler	 	 	Koehler, F. & W. Koehler	2011-05-30	A	 	 	 	 	51.4461	8.13539	 	 	Germany	North Rhine-Westphalia	Sauerland	Arnsberg-Breitenbruch, NWZ Hellerberg	1846587	http://v3.boldsystems.org/pics/FBCOH/BFB_Col_FK_6358+1335471268.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	4793290|4793224	http://trace.boldsystems.org/traceIO/bold.org/6640552|http://trace.boldsystems.org/traceIO/bold.org/6640486	2013-01-18 06:02:46|2013-01-18 07:34:43	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	C_LepFolF|C_LepFolR	COI-5P|COI-5P
FBSYB1110-12	BC ZSM HYM 09470	2458144	BC ZSM HYM 09470	BC ZSM HYM 09470	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAC4292	20	Arthropoda	82	Insecta	125	Hymenoptera	613	Argidae	331895	Arginae	1927	Arge	190398	Arge ciliaris	 	 	Christian Schmid-Egger	 	 	J. Hable	2011-05-21	A	M	S	 	 	49.282	11.457	 	 	Germany	Bavaria	 	Neumarkt in der Oberpfalz	1646039	http://v3.boldsystems.org/pics/FBSYB/BC_ZSM_HYM_09470+1338571564.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	3866240|3866198	http://trace.boldsystems.org/traceIO/bold.org/5723418|http://trace.boldsystems.org/traceIO/bold.org/5723376	2012-03-09 02:34:35|2012-03-09 01:08:16	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
GBACU3217-13	BC ZSM HYM 16802	3198215	BC ZSM HYM 16802	BC ZSM HYM 16802	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAC4292	20	Arthropoda	82	Insecta	125	Hymenoptera	613	Argidae	331895	Arginae	1927	Arge	190408	Arge ustulata	 	 	M. Kraus	 	 	J. Hable	2012-05-24	A	F	S	 	 	49.1415	11.5843	 	 	Germany	Bavaria	 	Magerrasen und Aecker Ittelhofen-Schnufenhofen	1936348	http://v3.boldsystems.org/pics/GBACU/BC_ZSM_HYM_16802+1359407328.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5151079|5150984	http://trace.boldsystems.org/traceIO/bold.org/6997681|http://trace.boldsystems.org/traceIO/bold.org/6997586	2013-05-08 08:04:20|2013-05-03 15:16:20	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	F|R	LepF1|LepR1	COI-5P|COI-5P
GBLAB759-13	BC ZSM Lep 75530	3477704	BC ZSM Lep 75530	BC ZSM Lep 75530	SNSB, Zoologische Staatssammlung Muenchen	BOLD:AAC0150	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7106	Apamea	51042	Apamea scolopacina	 	 	Axel Hausmann	 	 	F. Theimer	2012-06-30	A	F	A	 	 	52.2936	13.3147	 	 	Germany	Brandenburg	 	Loewenbruch	2094741	http://v3.boldsystems.org/pics/GBLAB/75530+1365704808.jpg	CreativeCommons - Attribution Non-Commercial Share-Alike	5374682|5374587	http://trace.boldsystems.org/traceIO/bold.org/7221302|http://trace.boldsystems.org/traceIO/bold.org/7221207	2013-08-26 14:56:13|2013-08-26 12:46:18	Centre for Biodiversity Genomics|Centre for Biodiversity Genomics	R|F	LepR1|LepF1	COI-5P|COI-5P
